Date,Open,High,Low,Close,Adj Close,Volume
2002-07-01,311.79998779296875,317.5,307.0,312.3500061035156,155.4195098876953,113852
2002-07-02,314.79998779296875,323.0,313.5,315.3999938964844,156.93719482421875,166016
2002-07-03,316.25,322.5,312.0,314.3500061035156,156.41470336914062,196486
2002-07-04,316.75,319.8500061035156,316.75,318.1499938964844,158.30551147460938,233997
2002-07-05,319.8999938964844,330.0,319.8999938964844,324.04998779296875,161.24124145507812,472596
2002-07-08,331.0,340.0,328.0,338.8500061035156,168.60546875,317179
2002-07-09,339.29998779296875,343.8999938964844,333.0,336.6499938964844,167.51075744628906,456642
2002-07-10,336.6000061035156,338.0,328.0,329.5,163.9530487060547,98892
2002-07-11,330.0,330.0,322.25,323.3999938964844,160.91781616210938,68794
2002-07-12,326.79998779296875,332.0,326.0,327.95001220703125,163.18182373046875,63190
2002-07-15,328.0,328.79998779296875,319.0,320.6499938964844,159.5494842529297,87809
2002-07-16,318.5,320.95001220703125,314.0,315.0,156.73812866210938,47189
2002-07-17,314.1000061035156,317.8999938964844,305.0,307.75,153.13064575195312,122953
2002-07-18,308.1000061035156,315.0,307.5,312.25,155.36976623535156,173079
2002-07-19,300.0,314.0,300.0,307.25,152.8818817138672,84246
2002-07-22,302.0,307.70001220703125,299.20001220703125,301.8999938964844,150.21981811523438,103234
2002-07-23,300.0,309.1000061035156,298.04998779296875,306.1000061035156,152.3096923828125,78746
2002-07-24,307.0,309.75,295.95001220703125,299.04998779296875,148.80165100097656,189959
2002-07-25,312.0,312.0,284.54998779296875,287.25,142.9302520751953,266291
2002-07-26,285.29998779296875,289.70001220703125,276.1499938964844,278.5,138.57644653320312,178532
2002-07-29,279.8999938964844,281.8999938964844,246.0500030517578,274.0,136.33729553222656,386909
2002-07-30,280.0,289.0,275.1000061035156,276.5,137.58123779296875,254176
2002-07-31,255.0,272.0,255.0,267.1000061035156,132.90399169921875,325601
2002-08-01,269.0,279.8999938964844,255.25,262.79998779296875,130.76441955566406,438415
2002-08-02,260.0,271.95001220703125,255.5,269.0,133.8494110107422,229465
2002-08-05,271.79998779296875,280.1000061035156,271.79998779296875,276.25,137.4568328857422,297447
2002-08-06,277.3999938964844,284.8999938964844,272.1000061035156,279.5,139.0740203857422,184716
2002-08-07,282.0,284.8999938964844,272.0,273.3999938964844,136.03871154785156,164013
2002-08-08,275.79998779296875,279.0,272.0,274.20001220703125,136.4368133544922,166449
2002-08-09,278.0,278.0,273.0,275.5,137.08364868164062,94358
